7
7
4
7
15
15
7
7
12
4
6
7
7
7
1
7
7
7
1
15
7
7
8
7
7
7
7
7
5
7
7
14
7
12
7
15
7
12
8
6
11
2
7
8
7
15
7
7
7
7
